onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
4514.488046	1.43179	1	1	7	7	3	n/a	4514.869372	n/a
4516.014281	1.420099584	1	2	7	7	3	n/a	4516.393054	n/a
4517.528944	1.42000325	1	3	7	7	3	n/a	4517.90756	n/a
4519.043629	1.418720583	1	4	7	7	3	n/a	4519.422461	n/a
4520.557082	1.419390833	1	5	7	7	3	n/a	4520.935686	n/a
4522.071014	1.421772875	1	6	7	7	3	n/a	4522.45003	n/a
4523.587711	1.419474792	1	7	7	7	3	n/a	4523.966304	n/a
4525.101876	1.419789709	1	8	7	7	3	n/a	4525.480649	n/a
4526.616479	1.419630209	1	9	7	7	3	n/a	4526.994447	n/a
4528.130877	1.419113417	1	10	7	7	3	n/a	4528.508722	n/a
4529.644835	1.412860959	1	11	2	6	1	1	4530.022583	4530.068241
4531.151264	1.413434875	1	12	2	5	2	0	4531.528745	4531.466344
4532.659154	1.414759833	1	13	2	4	2	0	4533.03672	4532.978387
4534.168056	1.414700417	1	14	2	3	2	0	4534.54599	4534.57008
4535.677211	1.4151885	1	15	2	2	1	1	4536.053946	4535.984666
4537.186653	1.41232275	1	16	2	1	1	1	4537.563754	4537.49682
4538.693336	1.403711	1	17	6	1	1	1	4539.067397	4539.101991
4540.191435	1.414450417	1	18	6	2	2	0	4540.567579	4540.596356
4541.69964	1.411770459	1	19	6	3	1	1	4542.076037	4542.215735
4543.205877	1.412407584	1	20	6	4	1	1	4543.5825	4543.614305
4544.712342	1.404462417	1	21	6	5	2	0	4545.089082	4545.029376
4546.209932	1.409097208	1	22	6	6	1	1	4546.585085	4546.525554
4547.713449	1.416967834	1	23	7	7	3	n/a	4548.090921	n/a
4549.224696	1.41970475	1	24	7	7	3	n/a	4549.602853	n/a
4550.73935	1.421081791	1	25	7	7	3	n/a	4551.118641	n/a
4552.255078	1.420515875	1	26	7	7	3	n/a	4552.634152	n/a
4553.770151	1.420328708	1	27	7	7	3	n/a	4554.148512	n/a
4555.285327	1.421458458	1	28	7	7	3	n/a	4555.664313	n/a
4556.801252	1.4215635	1	29	7	7	3	n/a	4557.180276	n/a
4558.317587	1.418818875	1	30	7	7	3	n/a	4558.696108	n/a
4559.830925	1.419664292	1	31	7	7	3	n/a	4560.209559	n/a
4561.345208	1.41565175	1	32	7	7	3	n/a	4561.722997	n/a
4562.85547	1.414621	1	33	1	6	2	1	4563.233839	4563.45162
4564.364288	1.418568167	1	34	1	5	1	0	4564.747109	4564.771952
4565.877557	1.411661708	1	35	1	4	1	0	4566.255089	4566.187963
4567.383349	1.411682084	1	36	1	3	2	1	4567.761193	4567.687618
4568.889411	1.413587958	1	37	1	2	2	1	4569.266639	4569.196313
4570.396831	1.4095325	1	38	1	1	1	0	4570.772877	4570.888754
4571.899865	1.411087417	1	39	4	1	1	0	4572.275789	4572.29659
4573.405105	1.408379042	1	40	4	2	2	1	4573.782119	4573.821322
4574.906913	1.414405375	1	41	4	3	2	1	4575.282292	4575.307913
4576.415802	1.402608833	1	42	4	4	2	1	4576.79332	4576.820096
4577.912292	1.40753025	1	43	4	5	1	0	4578.288382	4578.241242
4579.413277	1.408737125	1	44	4	6	2	1	4579.789381	4579.732527
4580.915781	1.412765709	1	45	7	7	3	n/a	4581.291465	n/a
4582.422974	1.420179875	1	46	7	7	3	n/a	4582.80128	n/a
4583.937621	1.420042375	1	47	7	7	3	n/a	4584.316347	n/a
4585.452066	1.420156917	1	48	7	7	3	n/a	4585.830576	n/a
4586.966827	1.420574375	1	49	7	7	3	n/a	4587.346094	n/a
4588.482131	1.42017075	1	50	7	7	3	n/a	4588.860623	n/a
4589.996942	1.421770208	1	51	7	7	3	n/a	4590.37611	n/a
4591.513577	1.421	1	52	7	7	3	n/a	4591.893001	n/a
4593.02942	1.419529875	1	53	7	7	3	n/a	4593.407661	n/a
4594.54348	1.420476042	1	54	7	7	3	n/a	4594.922394	n/a
4596.058445	1.412785	1	55	6	6	2	1	4596.437866	4596.573083
4597.567377	1.417247375	1	56	6	5	1	1	4597.944548	4598.091697
4599.078001	1.416010542	1	57	6	4	1	1	4599.455896	4599.753081
4600.587842	1.419917	1	58	6	3	1	1	4600.966449	4601.265905
4602.101044	1.415881667	1	59	6	2	2	0	4602.479834	4602.683117
4603.609696	1.41495575	1	60	6	1	1	1	4603.986082	4604.194686
4605.118815	1.415458625	1	61	5	1	2	0	4605.497266	4605.725239
4606.628175	1.416047875	1	62	5	2	2	0	4607.005932	4607.312391
4608.138489	1.409521208	1	63	5	3	1	1	4608.516071	4608.830011
4609.641129	1.421781584	1	64	5	4	1	1	4610.018734	4610.430762
4611.155651	1.410082959	1	65	5	5	1	1	4611.52916	4611.945
4612.659087	1.415400042	1	66	5	6	2	0	4613.036053	4613.551472
4614.169084	1.419084292	1	67	7	7	3	n/a	4614.547585	n/a
4615.682785	1.419116333	1	68	7	7	3	n/a	4616.061519	n/a
4617.196602	1.418543625	1	69	7	7	3	n/a	4617.574742	n/a
4618.709579	1.419825667	1	70	7	7	3	n/a	4619.088123	n/a
4620.223757	1.419195417	1	71	7	7	3	n/a	4620.602183	n/a
4621.738014	1.420688208	1	72	7	7	3	n/a	4622.116552	n/a
4623.253471	1.421359417	1	73	7	7	3	n/a	4623.632444	n/a
4624.769525	1.42010725	1	74	7	7	3	n/a	4625.147817	n/a
4626.283983	1.41943275	1	75	7	7	3	n/a	4626.662123	n/a
4627.797954	1.420265208	1	76	7	7	3	n/a	4628.176412	n/a
4629.313006	1.408120625	1	77	4	6	1	0	4629.691926	4629.915684
4630.814567	1.404051875	1	78	4	5	2	1	4631.189201	4631.127279
4632.312229	1.404409125	1	79	4	4	1	0	4632.687787	4632.622808
4633.811122	1.408702292	1	80	4	3	2	0	4634.18692	4634.118035
4635.312971	1.407041583	1	81	4	2	2	0	4635.68782	4635.712696
4636.813402	1.408068375	1	82	4	1	1	0	4637.188218	4637.115822
4638.314671	1.4049175	1	83	3	1	1	0	4638.688271	4638.70745
4639.813044	1.410723542	1	84	3	2	2	0	4640.190973	4640.212728
4641.317202	1.40688075	1	85	3	3	1	0	4641.690818	4641.733491
4642.817447	1.404039916	1	86	3	4	2	1	4643.19113	4643.124931
4644.315686	1.40613225	1	87	3	5	1	1	4644.691197	4644.717103
4645.816381	1.40337925	1	88	3	6	1	1	4646.190281	4646.150552
4647.312841	1.415002875	1	89	7	7	3	n/a	4647.687426	n/a
4648.822182	1.419904333	1	90	7	7	3	n/a	4649.200912	n/a
4650.336573	1.41441525	1	91	7	7	3	n/a	4650.712297	n/a
4651.845841	1.417508792	1	92	7	7	3	n/a	4652.223623	n/a
4653.357786	1.415447167	1	93	7	7	3	n/a	4653.736838	n/a
4654.867965	1.419201625	1	94	7	7	3	n/a	4655.246122	n/a
4656.381981	1.419277875	1	95	7	7	3	n/a	4656.759541	n/a
4657.8956	1.419837125	1	96	7	7	3	n/a	4658.274148	n/a
4659.410077	1.420834417	1	97	7	7	3	n/a	4659.788973	n/a
4660.925856	1.421545708	1	98	7	7	3	n/a	4661.305171	n/a
4662.442097	1.418019958	1	99	3	6	1	0	4662.820594	4662.947133
4663.953632	1.408505459	1	100	3	5	1	0	4664.330614	4664.266206
4665.455359	1.410106125	1	101	3	4	1	0	4665.831794	4665.766902
4666.960434	1.413099166	1	102	3	3	1	0	4667.337276	4667.738254
4668.467993	1.409097875	1	103	3	2	2	0	4668.842939	4668.768837
4669.970987	1.410037917	1	104	3	1	1	0	4670.34695	4670.271847
4671.47548	1.418349625	1	105	1	1	1	0	4671.85362	4671.78224
4672.987599	1.414039584	1	106	1	2	2	1	4673.366071	4673.387927
4674.495048	1.413248292	1	107	1	3	1	0	4674.873166	4674.997922
4676.001502	1.415099375	1	108	1	4	2	1	4676.3789	4676.502038
4677.51062	1.411956167	1	109	1	5	1	0	4677.886699	4678.094349
