onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
587890.3961	1.600211286	1	1	7	13	3	n/a	587890.7962	n/a
587891.9964	1.60029039	1	2	7	13	3	n/a	587892.3964	n/a
587893.5967	1.600267118	1	3	7	13	3	n/a	587893.9967	n/a
587895.1969	1.600111044	1	4	7	13	3	n/a	587895.597	n/a
587896.7972	1.600107454	1	5	7	13	3	n/a	587897.1971	n/a
587898.3973	1.600225933	1	6	7	13	3	n/a	587898.7974	n/a
587899.9976	1.600221205	1	7	7	13	3	n/a	587900.3976	n/a
587901.5978	1.600225867	1	8	7	13	3	n/a	587901.9979	n/a
587903.1982	1.600136406	1	9	7	13	3	n/a	587903.5981	n/a
587904.7983	1.600230205	1	10	7	13	3	n/a	587905.1984	n/a
587906.3986	1.600271833	1	11	4	12	2	1	587906.7986	0.5028859653
587907.9989	1.600262457	1	12	4	11	1	1	587908.3989	0.7012115421
587909.5991	1.600254567	1	13	4	10	2	1	587909.9992	0.7017003999
587911.1994	1.600130402	1	14	4	9	1	1	587911.5995	0.5038001663
587912.7995	1.600214343	1	15	4	8	1	1	587913.1996	0.5037983884
587914.3998	1.600214071	1	16	4	7	2	1	587914.7998	0.4028807839
587916	1.600216233	1	17	4	6	2	1	587916.4001	0.602961479
587917.6003	1.600219938	1	18	4	5	2	0	587918.0003	0.4031296649
587919.2005	1.600208076	1	19	4	4	1	0	587919.6006	0.4056941462
587920.8008	1.600215929	1	20	4	3	1	1	587921.2008	0.4021312889
587922.401	1.600202509	1	21	4	2	1	0	587922.8011	0.3027843032
587924.0013	1.600251609	1	22	4	1	1	1	587924.4013	0.2026871316
587925.6015	1.600240633	1	23	4	1	2	1	587926.0016	0.302626784
587927.2017	1.60021999	1	24	4	2	2	0	587927.6018	0.4026020318
587928.802	1.600212624	1	25	4	3	2	1	587929.2021	0.3028620654
587930.4023	1.600103449	1	26	4	4	1	1	587930.8023	0.402803346
587932.0025	1.600243443	1	27	4	5	1	0	587932.4025	0.4030655127
587933.6027	1.600264533	1	28	4	6	1	1	587934.0028	0.5012011079
587935.2031	1.600201896	1	29	4	7	1	1	587935.6031	0.6014084322
587936.8033	1.600215352	1	30	4	8	2	1	587937.2034	0.6007791422
587938.4036	1.600120835	1	31	4	9	1	1	587938.8036	0.5006097046
