onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
1001.340592	1.5999012	1	1	2	12	1	1	1001.74063	0.5014739
1002.940493	1.5998138	1	2	2	11	1	0	1003.34044	0.3013315
1004.540338	1.599836478	1	3	2	10	2	0	1004.94025	0.1014143
1006.140118	1.599666	1	4	2	9	1	1	1006.540066	0.5013641
1007.739924	1.5998193	1	5	2	8	2	1	1008.139675	0.5030428
1009.339734	1.5998263	1	6	2	7	2	1	1009.73954	0.6004985
1010.93954	1.5997897	1	7	2	6	1	1	1011.339517	0.5014564
1012.53936	1.5998126	1	8	2	5	2	0	1012.939299	0.4016899
1014.139164	1.5996536	1	9	2	4	1	1	1014.53907	0.6012321
1015.738975	1.5998154	1	10	2	3	1	0	1016.138924	0.6009642
1017.338768	1.599828	1	11	2	2	2	1	1017.738739	0.7048006
1018.93849	1.5998767	1	12	2	1	2	0	1019.338342	0.4008369
1020.538398	1.5998162	1	13	1	1	2	0	1020.938349	0.5006283
1022.1382	1.5998097	1	14	1	2	1	0	1022.538157	0.4012163
1023.738009	1.5998292	1	15	1	3	1	1	1024.137977	0.4012006
1025.337819	1.59982	1	16	1	4	2	0	1025.737772	0.3011728
1026.937567	1.5997394	1	17	1	5	2	1	1027.337629	0.800017
1028.537442	1.5998084	1	18	1	6	1	1	1028.937385	0.4004735
1030.137249	1.599819	1	19	1	7	1	1	1030.537009	0.500746
1031.737049	1.5998222	1	20	1	8	2	1	1032.137005	0.6003588
1033.336861	1.5998257	1	21	1	9	1	1	1033.736744	0.5006255
1034.936506	1.5999894	1	22	1	10	2	1	1035.336624	0.5006849
1036.536466	1.5998308	1	23	1	11	2	1	1036.936431	0.5005602
1038.136286	1.5998209	1	24	1	12	2	1	1038.536245	0.5005673
1039.736093	1.599818	1	25	1	12	1	1	1040.136046	0.500113
1041.335901	1.5996597	1	26	1	11	1	1	1041.73567	0.6007325
1042.935671	1.5998482	1	27	1	10	1	1	1043.335661	0.5005562
1044.535505	1.5998188	1	28	1	9	2	1	1044.935457	0.6005484
1046.135313	1.5998093	1	29	1	8	1	1	1046.535271	0.5005703
1047.73512	1.5998149	1	30	1	7	2	1	1048.135079	0.6004886
1049.334928	1.5996572	1	31	1	6	1	1	1049.734928	0.6004342
1050.934572	1.5998227	1	32	1	5	2	1	1051.334697	0.6000543
1052.534348	1.6000115	1	33	1	4	1	1	1052.934344	0.7002612
1054.134341	1.5998415	1	34	1	3	2	0	1054.534302	0.7005918
1055.734177	1.599816	1	35	1	2	2	0	1056.134134	0.4001116
1057.333985	1.5996544	1	36	1	1	2	1	1057.733936	0.3005933
1058.933761	1.5998123	1	37	4	1	2	0	1059.333745	0.300594
1060.533596	1.5997936	1	38	4	2	1	1	1060.93341	0.3007791
