onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
18072.31683	1.600089664	1	1	7	13	3	n/a	18072.71675	n/a
18073.91697	1.600231327	1	2	7	13	3	n/a	18074.31701	n/a
18075.51722	1.600215159	1	3	7	13	3	n/a	18075.91726	n/a
18077.11746	1.600236423	1	4	7	13	3	n/a	18077.51751	n/a
18078.71769	1.600238354	1	5	7	13	3	n/a	18079.11776	n/a
18080.31794	1.600231091	1	6	7	13	3	n/a	18080.71799	n/a
18081.91819	1.600224173	1	7	7	13	3	n/a	18082.31823	n/a
18083.51842	1.600250649	1	8	7	13	3	n/a	18083.91848	n/a
18085.11869	1.60027379	1	9	7	13	3	n/a	18085.51877	n/a
18086.719	1.60024423	1	10	7	13	3	n/a	18087.11893	n/a
18088.31926	1.600110232	1	11	5	12	1	1	18088.71933	0.5015227493
18089.91951	1.600092509	1	12	5	11	2	1	18090.31944	0.5038158185
18091.51972	1.600140377	1	13	5	10	2	1	18091.91968	0.4029596456
18093.11989	1.6002202	1	14	5	9	1	0	18093.51994	0.3016304822
18094.72014	1.600322969	1	15	5	8	1	1	18095.12019	0.3025349144
18096.32036	1.600232786	1	16	5	7	1	1	18096.72044	0.4016328421
18097.92063	1.600227359	1	17	5	6	2	0	18098.32078	0.5031886224
18099.52085	1.600242132	1	18	5	5	2	0	18099.92094	0.4042086923
18101.1211	1.600347224	1	19	5	4	1	0	18101.52117	0.4032810327
18102.72136	1.600231773	1	20	5	3	1	1	18103.12142	0.3032984601
18104.32161	1.600231277	1	21	5	2	1	0	18104.72166	0.003906555394
18105.92185	1.600225318	1	22	5	1	1	1	18106.32193	0.5028580831
18107.52208	1.600275304	1	23	4	1	2	0	18107.92213	0.5025675188
18109.12235	1.600288058	1	24	4	2	1	1	18109.52244	0.6020357929
18110.72266	1.60025224	1	25	4	3	1	1	18111.12271	0.6006498944
18112.32293	1.600106526	1	26	4	4	2	0	18112.72299	0.5027494994
18113.92316	1.600116659	1	27	4	5	2	0	18114.32312	0.4036573595
18115.52338	1.600151389	1	28	4	6	1	1	18115.92332	0.3028868271
18117.1235	1.600279935	1	29	4	7	1	1	18117.52357	0.4023663362
18118.72383	1.600201459	1	30	4	8	2	1	18119.12386	0.5020451008
18120.32404	1.600212268	1	31	4	9	2	1	18120.72411	0.5027711866
18121.92428	1.600212714	1	32	4	10	1	1	18122.32435	0.4029354188
18123.52454	1.600217109	1	33	4	11	2	1	18123.92466	0.5028466528
18125.12488	1.600109853	1	34	4	12	2	1	18125.52482	0.5022509507
18126.72502	1.600288562	1	35	7	13	3	n/a	18127.12508	n/a
18128.32526	1.600230859	1	36	7	13	3	n/a	18128.72532	n/a
18129.92549	1.600257682	1	37	7	13	3	n/a	18130.32556	n/a
18131.52573	1.600234577	1	38	7	13	3	n/a	18131.92582	n/a
