onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
18463.95964	1.600385342	2	1	7	13	3	n/a	18464.35986	n/a
18465.56004	1.600209119	2	2	7	13	3	n/a	18465.9601	n/a
18467.16029	1.600221908	2	3	7	13	3	n/a	18467.56033	n/a
18468.76053	1.600227805	2	4	7	13	3	n/a	18469.16059	n/a
18470.36078	1.600216841	2	5	7	13	3	n/a	18470.76084	n/a
18471.96102	1.600232495	2	6	7	13	3	n/a	18472.36107	n/a
18473.56127	1.600220488	2	7	7	13	3	n/a	18473.96133	n/a
18475.1615	1.600251086	2	8	7	13	3	n/a	18475.56156	n/a
18476.76181	1.600151426	2	9	7	13	3	n/a	18477.16179	n/a
18478.362	1.600208313	2	10	7	13	3	n/a	18478.76205	n/a
18479.96224	1.600221692	2	11	5	12	1	1	18480.3623	0.4033339604
18481.5625	1.600220477	2	12	5	11	2	0	18481.96261	0.3022069487
18483.16273	1.600224896	2	13	5	10	2	0	18483.56279	0.2030136415
18484.76297	1.600271029	2	14	5	9	2	0	18485.16309	0.2019555072
18486.36326	1.600246112	2	15	5	8	1	1	18486.76332	0.2053172541
18487.96371	1.600089041	2	16	5	7	1	0	18488.36362	0.101447245
18489.56382	1.600119129	2	17	5	6	1	n/a	18489.96386	n/a
18491.16398	1.600257926	2	18	5	5	2	n/a	18491.56405	n/a
18492.76426	1.600252335	2	19	5	4	1	0	18493.16434	1.001759113
18494.36453	1.600129903	2	20	5	3	2	0	18494.76459	0.801347445
18495.96467	1.600237707	2	21	5	2	2	1	18496.36475	0.7031195469
18497.56491	1.600259873	2	22	5	1	2	0	18497.965	0.7033063478
18499.16518	1.600211596	2	23	4	1	2	1	18499.56523	0.6033674306
18500.76541	1.600221939	2	24	4	2	2	0	18501.16545	0.4025624135
18502.36566	1.60023085	2	25	4	3	1	0	18502.76572	0.302870773
18503.96589	1.600233186	2	26	4	4	2	1	18504.36597	0.3024936847
18505.56615	1.60023821	2	27	4	5	1	1	18505.96622	0.5032839496
18507.16638	1.600242107	2	28	4	6	2	1	18507.56645	0.602586218
