onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
20220.92779	1.600108495	6	1	7	13	3	n/a	20221.32772	n/a
20222.52791	1.600248093	6	2	7	13	3	n/a	20222.92807	n/a
20224.12827	1.60012334	6	3	7	13	3	n/a	20224.52822	n/a
20225.7284	1.60031611	6	4	7	13	3	n/a	20226.12847	n/a
20227.32866	1.600221084	6	5	7	13	3	n/a	20227.72872	n/a
20228.9289	1.600236374	6	6	7	13	3	n/a	20229.32897	n/a
20230.52916	1.600215042	6	7	7	13	3	n/a	20230.92919	n/a
20232.12938	1.600326226	6	8	7	13	3	n/a	20232.52948	n/a
20233.72965	1.600269589	6	9	7	13	3	n/a	20234.12973	n/a
20235.32996	1.600259092	6	10	7	13	3	n/a	20235.73002	n/a
20236.93023	1.600229535	6	11	5	12	1	1	20237.33029	0.5008669928
20238.53047	1.600107776	6	12	5	11	2	1	20238.93053	0.6032850672
20240.13066	1.600142422	6	13	5	10	2	0	20240.53066	0.402993705
20241.73083	1.60024976	6	14	5	9	1	1	20242.1309	0.4029738721
20243.3311	1.600227354	6	15	5	8	1	1	20243.73115	0.503388907
20244.93135	1.600214007	6	16	5	7	1	1	20245.33142	0.3033833726
20246.53159	1.60022119	6	17	5	6	1	1	20246.93165	0.1025970757
20248.13183	1.600216174	6	18	5	5	2	n/a	20248.5319	n/a
20249.73209	1.600217365	6	19	5	4	2	n/a	20250.13221	n/a
20251.33233	1.600231465	6	20	5	3	2	0	20251.73237	0.002639243408
20252.93256	1.600307249	6	21	5	2	1	0	20253.33262	0.9013843568
20254.53284	1.600287595	6	22	5	1	1	1	20254.93293	0.4018813327
20256.13313	1.600253641	6	23	4	1	1	0	20256.53323	1.100811015
20257.7334	1.600222984	6	24	4	2	1	n/a	20258.13348	n/a
20259.33352	1.600234365	6	25	4	3	2	n/a	20259.73359	n/a
20260.93377	1.600236551	6	26	4	4	1	n/a	20261.33382	n/a
20262.53403	1.600219113	6	27	4	5	2	n/a	20262.93408	n/a
20264.13428	1.600224113	6	28	4	6	2	1	20264.53434	0.9025356147
20265.73451	1.600226348	6	29	4	7	1	1	20266.13459	0.6027211475
20267.33481	1.600179363	6	30	4	8	2	1	20267.73483	0.5042405952
20268.93501	1.600240771	6	31	4	9	2	1	20269.33508	0.602915225
20270.53526	1.600217385	6	32	4	10	2	0	20270.93528	0.4028540644
20272.13549	1.600236729	6	33	4	11	1	1	20272.53554	0.4027562275
20273.73574	1.600225929	6	34	4	12	1	1	20274.13579	0.4027333275
20275.33599	1.600206732	6	35	7	13	3	n/a	20275.73608	n/a
20276.93622	1.600286321	6	36	7	13	3	n/a	20277.33629	n/a
20278.53651	1.600279376	6	37	7	13	3	n/a	20278.93658	n/a
20280.13681	1.600244706	6	38	7	13	3	n/a	20280.53687	n/a
20281.73692	1.600257212	6	39	7	13	3	n/a	20282.13713	n/a
20283.33715	1.600261237	6	40	7	13	3	n/a	20283.73736	n/a
20284.93742	1.600255106	6	41	7	13	3	n/a	20285.3375	n/a
20286.53768	1.600239413	6	42	7	13	3	n/a	20286.93774	n/a
20288.13792	1.600239819	6	43	7	13	3	n/a	20288.53798	n/a
20289.73818	1.600225775	6	44	7	13	3	n/a	20290.13823	n/a
20291.33842	1.600226162	6	45	3	12	2	1	20291.73847	0.4031982178
20292.93865	1.600245877	6	46	3	11	1	1	20293.33871	0.5027655983
20294.53889	1.600247203	6	47	3	10	2	1	20294.93897	0.4028155532
20296.13915	1.600217884	6	48	3	9	1	1	20296.53921	0.3023737014
20297.73938	1.60022709	6	49	3	8	2	1	20298.13946	0.502412325
20299.33963	1.600220493	6	50	3	7	1	1	20299.7397	0.402517325
20300.93988	1.60023381	6	51	3	6	2	0	20301.33993	0.3030567916
20302.54011	1.600244825	6	52	3	5	2	1	20302.94019	0.1020273629
20304.14037	1.600285621	6	53	3	4	2	0	20304.54046	0.702283006
