onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
19251.67998	1.60016433	4	1	7	13	3	n/a	19252.07995	n/a
19253.28017	1.600270186	4	2	7	13	3	n/a	19253.68026	n/a
19254.88045	1.600230469	4	3	7	13	3	n/a	19255.28053	n/a
19256.48071	1.600085613	4	4	7	13	3	n/a	19256.88077	n/a
19258.08094	1.600085258	4	5	7	13	3	n/a	19258.48087	n/a
19259.68108	1.600200561	4	6	7	13	3	n/a	19260.08112	n/a
19261.28132	1.600234915	4	7	7	13	3	n/a	19261.68138	n/a
19262.88158	1.600229216	4	8	7	13	3	n/a	19263.28164	n/a
19264.48185	1.600258786	4	9	7	13	3	n/a	19264.88191	n/a
19266.08214	1.600272724	4	10	7	13	3	n/a	19266.4822	n/a
19267.68241	1.600247515	4	11	5	12	2	1	19268.08247	0.6017599081
19269.28252	1.6002163	4	12	5	11	1	0	19269.6826	0.4016702336
19270.88278	1.600211646	4	13	5	10	1	0	19271.28282	0.3030586493
19272.48303	1.600224685	4	14	5	9	1	1	19272.88306	0.1029254958
19274.08327	1.600252885	4	15	5	8	1	1	19274.48334	0.5028126105
19275.68354	1.600231069	4	16	5	7	1	1	19276.08359	0.5031791486
19277.28379	1.600200739	4	17	5	6	2	0	19277.68384	0.4023725407
19278.88403	1.600242046	4	18	5	5	1	0	19279.28408	0.4025609796
19280.48425	1.600350925	4	19	5	4	1	1	19280.88432	0.6033732794
19282.08451	1.600252062	4	20	5	3	1	1	19282.48455	0.7026839026
19283.68472	1.600269393	4	21	5	2	2	0	19284.08482	0.502563764
19285.285	1.6002209	4	22	5	1	1	0	19285.68506	0.4059702256
19286.88522	1.600250246	4	23	4	1	1	1	19287.28526	0.1022799878
19288.48546	1.6002417	4	24	4	2	1	1	19288.88555	0.6036265641
19290.08583	1.600128667	4	25	4	3	1	1	19290.48578	0.6026578261
19291.68599	1.600223723	4	26	4	4	1	1	19292.08604	0.6026062716
19293.28622	1.600231415	4	27	4	5	1	0	19293.68629	0.5032086255
19294.88649	1.600218578	4	28	4	6	2	1	19295.28652	0.6029675948
19296.48681	1.600233015	4	29	4	7	1	1	19296.88679	0.6011282325
19298.08703	1.600257016	4	30	4	8	2	1	19298.48711	0.6012121157
19299.6873	1.600096759	4	31	4	9	2	1	19300.08736	0.6011238158
19301.28743	1.600219954	4	32	4	10	1	1	19301.68748	0.6028231719
19302.88767	1.600206084	4	33	4	11	2	1	19303.28775	0.7035176643
19304.48791	1.600236538	4	34	4	12	2	1	19304.88798	0.7029759796
19306.08817	1.6002042	4	35	7	13	3	n/a	19306.48823	n/a
19307.68842	1.60022087	4	36	7	13	3	n/a	19308.08847	n/a
19309.28867	1.600237061	4	37	7	13	3	n/a	19309.6887	n/a
19310.88891	1.600220677	4	38	7	13	3	n/a	19311.28897	n/a
19312.48915	1.600200046	4	39	7	13	3	n/a	19312.8892	n/a
19314.08939	1.600241208	4	40	7	13	3	n/a	19314.48946	n/a
19315.68963	1.600233415	4	41	7	13	3	n/a	19316.08968	n/a
19317.28987	1.600231862	4	42	7	13	3	n/a	19317.68993	n/a
19318.89012	1.600215592	4	43	7	13	3	n/a	19319.29018	n/a
19320.49037	1.600237777	4	44	7	13	3	n/a	19320.89042	n/a
19322.0906	1.600251961	4	45	3	12	1	1	19322.49067	0.4024899717
19323.69085	1.600219892	4	46	3	11	2	1	19324.0909	0.5025968871
19325.2911	1.600220661	4	47	3	10	1	1	19325.69123	0.3024538854
19326.89144	1.600135259	4	48	3	9	1	1	19327.29139	0.502698564
19328.49161	1.600264871	4	49	3	8	1	1	19328.89165	0.5027655794
19330.09182	1.600233431	4	50	3	7	1	1	19330.49188	0.4024988717
19331.69208	1.600233	4	51	3	6	2	1	19332.09212	0.4026901564
19333.29229	1.600229631	4	52	3	5	1	0	19333.69238	0.7024824719
19334.89255	1.600228654	4	53	3	4	2	0	19335.29272	0.8025119081
19336.49279	1.6002232	4	54	3	3	1	1	19336.89287	0.8024555637
19338.09304	1.600337825	4	55	3	2	1	1	19338.4931	0.6020606255
19339.69331	1.600289378	4	56	3	1	2	0	19340.09339	0.9014733245
19341.29362	1.600248031	4	57	2	1	1	0	19341.69369	0.9006199544
19342.89388	1.60013486	4	58	2	2	1	1	19343.29394	0.8009580312
19344.49404	1.600248746	4	59	2	3	2	0	19344.89412	0.702202948
19346.09433	1.600267031	4	60	2	4	1	1	19346.49442	0.8006512011
19347.6946	1.600111129	4	61	2	5	1	0	19348.09467	1.102539146
19349.29485	1.600120628	4	62	2	6	2	1	19349.6948	0.9024915335
19350.89497	1.600253592	4	63	2	7	2	1	19351.29507	0.6025293866
19352.49533	1.600123313	4	64	2	8	1	1	19352.89529	0.5024892256
19354.09547	1.600248439	4	65	2	9	2	1	19354.49555	0.602698056
19355.69573	1.600220208	4	66	2	10	1	1	19356.0958	0.5027687251
19357.29596	1.600209238	4	67	2	11	1	1	19357.69602	0.6022485333
19358.89621	1.60023	4	68	2	12	1	1	19359.29627	0.5027782794
19360.49645	1.600231769	4	69	7	13	3	n/a	19360.89652	n/a
19362.0967	1.600275001	4	70	7	13	3	n/a	19362.49676	n/a
19363.69699	1.600278001	4	71	7	13	3	n/a	19364.09706	n/a
19365.29729	1.600219554	4	72	7	13	3	n/a	19365.69735	n/a
19366.89755	1.600086267	4	73	7	13	3	n/a	19367.29747	n/a
19368.49768	1.600211161	4	74	7	13	3	n/a	19368.89771	n/a
19370.09792	1.600192699	4	75	7	13	3	n/a	19370.49797	n/a
19371.69816	1.600219138	4	76	7	13	3	n/a	19372.09821	n/a
19373.29841	1.600235331	4	77	7	13	3	n/a	19373.69846	n/a
19374.89864	1.600233408	4	78	7	13	3	n/a	19375.2987	n/a
19376.49888	1.600242192	4	79	6	12	1	1	19376.89895	0.5024076261
19378.09912	1.600255254	4	80	6	11	2	1	19378.49922	0.6024033483
19379.69938	1.600257916	4	81	6	10	1	1	19380.09947	0.6019080948
19381.29967	1.600259839	4	82	6	9	1	1	19381.69976	0.6015229785
19382.89996	1.600223069	4	83	6	8	2	0	19383.30003	0.6011405928
19384.5002	1.600111983	4	84	6	7	2	0	19384.90026	0.5029662081
19386.10032	1.600241608	4	85	6	6	2	0	19386.5004	0.4026126491
19387.70057	1.600255477	4	86	6	5	2	0	19388.10064	0.4030794414
19389.30085	1.600207892	4	87	6	4	1	1	19389.7009	0.4032689796
19390.90108	1.600226639	4	88	6	3	2	1	19391.30114	0.3024934335
19392.50132	1.600255839	4	89	6	2	2	1	19392.90138	0.2024506872
19394.10157	1.600210585	4	90	6	1	2	0	19394.50162	0.002519687343
19395.70182	1.600320479	4	91	6	1	1	0	19396.10187	0.002764679684
19397.30206	1.600247484	4	92	6	2	2	0	19397.70212	0.5022051259
19398.9023	1.600250108	4	93	6	3	2	1	19399.30235	0.6024319873
19400.50255	1.60029387	4	94	6	4	1	1	19400.90264	0.5018992788
19402.10284	1.600295731	4	95	6	5	1	1	19402.50295	0.5014925012
19403.70314	1.600099997	4	96	6	6	2	0	19404.10319	0.5013218234
19405.30338	1.600099336	4	97	6	7	1	1	19405.70331	0.6011564417
19406.90351	1.600216816	4	98	6	8	1	1	19407.30356	0.7029194797
19408.50376	1.6002268	4	99	6	9	1	1	19408.90381	0.900731926
19410.10411	1.600127951	4	100	6	10	2	0	19410.50406	0.702904672
19411.70426	1.600218392	4	101	6	11	1	1	19412.10432	0.8027390026
19413.30449	1.600212146	4	102	6	12	1	1	19413.70456	0.6023467022
19414.90475	1.600215961	4	103	7	13	3	n/a	19415.3048	n/a
19416.50496	1.600238885	4	104	7	13	3	n/a	19416.90503	n/a
19418.10521	1.600248054	4	105	7	13	3	n/a	19418.50527	n/a
19419.70546	1.600216808	4	106	7	13	3	n/a	19420.1055	n/a
19421.30571	1.600237846	4	107	7	13	3	n/a	19421.70578	n/a
19422.90596	1.600330356	4	108	7	13	3	n/a	19423.30601	n/a
