onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
4793.896186	1.599989	5	1	7	13	3	n/a	4794.2962	n/a
4795.496158	1.5998144	5	2	7	13	3	n/a	4795.896107	n/a
4797.09595	1.599899125	5	3	7	13	3	n/a	4797.495865	n/a
4798.69579	1.5998006	5	4	7	13	3	n/a	4799.095721	n/a
4800.295581	1.599877113	5	5	6	12	1	1	4800.695594	0.5014196656
4801.895383	1.5998232	5	6	6	11	1	1	4802.295348	0.5014148
4803.495257	1.599761287	5	7	6	10	1	1	4803.895152	0.5013925
4805.095056	1.599821334	5	8	6	9	1	1	4805.494999	0.5011812749
4806.694857	1.599761319	5	9	6	8	2	1	4807.094813	0.5029353093
4808.294628	1.599860813	5	10	6	7	2	1	4808.694496	0.5010949
4809.894257	1.600031491	5	11	6	6	2	1	4810.294417	0.6033817186
4811.494274	1.599589287	5	12	6	5	1	1	4811.894225	0.3016884093
4813.093854	1.5999743	5	13	6	4	2	1	4813.493857	0.1005359
4814.693836	1.5998109	5	14	6	3	1	1	4815.09378	0.2010164
4816.293632	1.5998315	5	15	6	2	1	0	4816.693432	0.001900800001
4817.893433	1.599877678	5	16	6	1	1	1	4818.293446	0.1008216312
4819.493298	1.599741387	5	17	4	1	2	1	4819.893242	0.2012132186
4821.093096	1.599763966	5	18	4	2	1	0	4821.493054	0.3006325656
4822.692906	1.599751909	5	19	4	3	2	1	4823.092807	0.300811
4824.292705	1.599639253	5	20	4	4	2	0	4824.692603	0.4011232
4825.89245	1.5998157	5	21	4	5	2	1	4826.292406	0.7005009
4827.492258	1.599882713	5	22	4	6	2	1	4827.8922	0.6004981
4829.091972	1.599971413	5	23	4	7	2	1	4829.492028	0.5006611
4830.691925	1.599818944	5	24	4	8	2	1	4831.091873	0.5004815967
4832.29168	1.5998155	5	25	4	9	1	1	4832.691634	0.5004992
4833.891533	1.599758375	5	26	4	10	2	1	4834.291486	0.5005074967
4835.491285	1.5996603	5	27	4	11	2	1	4835.891067	0.5007919
4837.090907	1.600058413	5	28	4	12	1	1	4837.491047	0.5006041
4838.690872	1.5998226	5	29	2	12	1	1	4839.090864	0.5005991
4840.290685	1.599891813	5	30	2	11	2	1	4840.690706	0.5004700874
4841.890559	1.599756866	5	31	2	10	2	1	4842.290478	0.4000563
4843.490366	1.599624666	5	32	2	9	2	1	4843.890095	0.400782
4845.090095	1.599892434	5	33	2	8	1	1	4845.49005	0.4007446
4846.6899	1.5998205	5	34	2	7	1	1	4847.089915	0.5004485
4848.289695	1.599839	5	35	2	6	2	1	4848.689673	0.4005808
4849.889516	1.5998173	5	36	2	5	2	1	4850.289462	0.6005313
4851.489319	1.599887913	5	37	2	4	1	1	4851.889333	0.6005346437
4853.089131	1.5998268	5	38	2	3	1	0	4853.489072	0.6007076
4854.688938	1.599877978	5	39	2	2	1	1	4855.088878	0.4001351
4856.288589	1.5999729	5	40	2	1	1	0	4856.688696	0.3006256
