onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
5664.161333	1.6000392	3	1	7	13	3	n/a	5664.561563	n/a
5665.761445	1.599728444	3	2	7	13	3	n/a	5666.161379	n/a
5667.361162	1.5998804	3	3	7	13	3	n/a	5667.761134	n/a
5668.960857	1.5999786	3	4	7	13	3	n/a	5669.360972	n/a
5670.560792	1.5997683	3	5	6	12	2	1	5670.960662	0.4007011
5672.160493	1.6000138	3	6	6	11	2	1	5672.560617	0.500869122
5673.760487	1.59975811	3	7	6	10	2	1	5674.160403	0.5014765
5675.360287	1.599590754	3	8	6	9	1	1	5675.760226	0.5006988
5676.960018	1.5998745	3	9	6	8	2	1	5677.359969	0.6023516
5678.559909	1.599791398	3	10	6	7	1	1	5678.959827	0.6006936
5680.159633	1.599867385	3	11	6	6	2	0	5680.559647	0.7002922881
5681.759448	1.59987539	3	12	6	5	2	1	5682.159465	0.6049363
5683.359268	1.5996616	3	13	6	4	2	0	5683.759281	0.4011589881
5684.959074	1.5998864	3	14	6	3	1	0	5685.358993	0.301374
5686.558864	1.599901946	3	15	6	2	2	0	5686.958896	0.2046105542
5688.158733	1.599800322	3	16	6	1	1	0	5688.558695	0.2007665441
5689.758493	1.5997798	3	17	2	1	1	1	5690.158495	0.2013595661
5691.358254	1.5998596	3	18	2	2	1	0	5691.758259	0.3006668
5692.958175	1.599762132	3	19	2	3	1	1	5693.358122	0.3003161881
5694.557916	1.599795	3	20	2	4	1	0	5694.957931	0.400623822
5696.157578	1.600031678	3	21	2	5	1	1	5696.557737	0.6010793881
5697.757584	1.599774622	3	22	2	6	1	1	5698.157515	0.6009179
5699.357346	1.5998599	3	23	2	7	2	1	5699.757356	0.5008808983
5700.957005	1.60002578	3	24	2	8	1	1	5701.357163	0.5005526203
5702.556806	1.6000201	3	25	2	9	2	1	5702.956967	0.5004959881
5704.156808	1.5997546	3	26	2	10	2	1	5704.556775	0.5006051102
5705.756639	1.599765476	3	27	2	11	2	1	5706.156595	0.5005788322
5707.356448	1.599799268	3	28	2	12	1	1	5707.756401	0.5005953661
5708.956259	1.59962481	3	29	4	12	1	1	5709.355996	0.5009093
5710.556023	1.599847456	3	30	4	11	1	1	5710.955936	0.5006529
5712.155868	1.599806942	3	31	4	10	2	1	5712.555751	0.5005777
5713.755683	1.599828322	3	32	4	9	2	1	5714.155574	0.5006672
5715.355486	1.59981871	3	33	4	8	1	1	5715.755421	0.5005787
5716.95527	1.599848168	3	34	4	7	2	1	5717.355215	0.6002773
5718.555036	1.5998651	3	35	4	6	2	1	5718.955054	0.6000467
