onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
13230.45876	1.5999638	5	1	7	13	3	n/a	13230.85887	n/a
13232.05873	1.5998155	5	2	7	13	3	n/a	13232.45867	n/a
13233.65852	1.599821	5	3	7	13	3	n/a	13234.05847	n/a
13235.25834	1.5998217	5	4	7	13	3	n/a	13235.65829	n/a
13236.85815	1.5998121	5	5	2	12	2	1	13237.25805	0.1014581
13238.45795	1.5998212	5	6	2	11	2	1	13238.85791	0.9010945
13240.05776	1.5998266	5	7	2	10	2	1	13240.45768	0.7007403
13241.65758	1.599809	5	8	2	9	1	1	13242.05753	0.4030491
13243.25737	1.5998355	5	9	2	8	2	1	13243.65733	0.5011313
13244.85713	1.599866787	5	10	2	7	1	1	13245.25714	0.5010135
13246.457	1.5998132	5	11	2	6	2	1	13246.85696	0.3047644
13248.05679	1.5998124	5	12	2	5	2	1	13248.45674	0.1003075
13249.65659	1.5998153	5	13	2	4	2	0	13250.05654	0.0010671
13251.2564	1.5996493	5	14	2	3	1	n/a	13251.65639	n/a
13252.85619	1.5998227	5	15	2	2	2	0	13253.25615	0.3028454
13254.45601	1.5998116	5	16	2	1	1	1	13254.85594	0.1046768
13256.05581	1.5998117	5	17	3	1	1	1	13256.45581	0.2006882666
13257.65561	1.599816	5	18	3	2	1	0	13258.05558	0.3010438
13259.25541	1.5998072	5	19	3	3	1	1	13259.65536	0.4011931
13260.85522	1.5998088	5	20	3	4	1	0	13261.25516	0.3006164
13262.45502	1.5998046	5	21	3	5	1	1	13262.85496	0.500684
13264.05481	1.5997898	5	22	3	6	1	1	13264.45477	0.7004645
13265.65462	1.5998085	5	23	3	7	2	1	13266.05457	0.700457
13267.25442	1.5998121	5	24	3	8	1	1	13267.65438	0.8004564
13268.85422	1.5998194	5	25	3	9	2	1	13269.25417	0.7004743
13270.45403	1.5998106	5	26	3	10	2	1	13270.85402	0.5004684444
13272.05383	1.5998083	5	27	3	11	2	0	13272.45378	0.5011268
13273.65364	1.5998135	5	28	3	12	1	1	13274.05357	0.6005629
13275.25344	1.599859345	5	29	5	12	1	1	13275.65339	0.5005527
13276.85323	1.5998272	5	30	5	11	1	1	13277.25324	0.5006100553
13278.45305	1.5997964	5	31	5	10	2	1	13278.85299	0.4004929
