onset	duration	run_number	trial_number	spatial_frequency	michelson_contrast	probe_orientation	response_correctness	probe_time	reaction_time
9476.431167	1.5997965	5	1	7	13	3	n/a	9476.831099	n/a
9478.030945	1.5998154	5	2	7	13	3	n/a	9478.430908	n/a
9479.63073	1.5998416	5	3	7	13	3	n/a	9480.030716	n/a
9481.230538	1.5998437	5	4	7	13	3	n/a	9481.630511	n/a
9482.830363	1.5998827	5	5	6	12	2	1	9483.230292	0.5013974
9484.430071	1.5999306	5	6	6	11	1	1	9484.830098	0.5012839
9486.02998	1.5998287	5	7	6	10	1	1	9486.429945	0.4013809
9487.629799	1.5998251	5	8	6	9	1	1	9488.02979	0.5012702
9489.229627	1.5998155	5	9	6	8	2	0	9489.629567	0.5030157
9490.829414	1.5998484	5	10	6	7	1	0	9491.229393	0.5010439
9492.429243	1.5998055	5	11	6	6	1	1	9492.829183	0.3050815
9494.029039	1.5998265	5	12	6	5	1	1	9494.428988	0.3013189
9495.628849	1.5997976	5	13	6	4	1	0	9496.028806	0.3010908
9497.228658	1.5998148	5	14	6	3	1	0	9497.628606	0.3011069
9498.828464	1.5998377	5	15	6	2	2	0	9499.228416	0.5010893
9500.428267	1.5998326	5	16	6	1	1	0	9500.828224	0.5073239
9502.028082	1.5998284	5	17	2	1	1	1	9502.427883	0.40093
9503.627891	1.5998094	5	18	2	2	1	1	9504.027833	0.4006078
9505.227692	1.5998285	5	19	2	3	1	1	9505.627642	0.4005687
9506.827498	1.5998306	5	20	2	4	1	0	9507.22746	0.3012269
9508.427316	1.5998186	5	21	2	5	2	1	9508.827272	0.401107
9510.027124	1.5998138	5	22	2	6	1	1	9510.427082	0.5005246
9511.626937	1.5998082	5	23	2	7	1	1	9512.026888	0.5004761
9513.226738	1.5998147	5	24	2	8	1	1	9513.626686	0.5005455
9514.826535	1.5998295	5	25	2	9	1	1	9515.226485	0.5005159
9516.426352	1.5998614	5	26	2	10	1	1	9516.826308	0.4005593
9518.02616	1.5998084	5	27	2	11	2	0	9518.426108	0.4006252
9519.625967	1.599829	5	28	2	12	2	1	9520.025919	0.5006309
9521.225733	1.599864	5	29	4	12	2	1	9521.625736	0.6005624
9522.825582	1.59982	5	30	4	11	1	1	9523.22554	0.6004797
9524.425389	1.5998264	5	31	4	10	1	1	9524.825322	0.500533
9526.025197	1.5998095	5	32	4	9	2	1	9526.425152	0.5010415
9527.624984	1.5998353	5	33	4	8	2	1	9528.02495	0.6006036
9529.224791	1.5998355	5	34	4	7	2	1	9529.624753	0.6004775
9530.824471	1.599968	5	35	4	6	1	1	9531.224557	0.6005317
9532.424467	1.5998152	5	36	4	5	2	1	9532.824372	0.6004778
9534.024217	1.5998234	5	37	4	4	1	0	9534.424179	0.7005101
9535.624042	1.5997057	5	38	4	3	1	1	9536.023975	0.5004935
9537.223838	1.5998457	5	39	4	2	2	0	9537.623797	0.5006058
9538.823653	1.5998243	5	40	4	1	1	1	9539.22358	0.5005243
9540.423471	1.5998173	5	41	1	1	1	0	9540.823428	0.5002319
9542.023216	1.5998952	5	42	1	2	2	1	9542.423237	0.5005683
9543.623094	1.5997772	5	43	1	3	2	0	9544.023034	0.5003856
9545.222906	1.5998178	5	44	1	4	2	1	9545.622857	0.6005502
9546.822713	1.5998078	5	45	1	5	2	0	9547.222656	0.6005926
9548.42251	1.5996259	5	46	1	6	2	1	9548.822463	0.5005666
9550.022107	1.6000284	5	47	1	7	2	0	9550.42227	0.5005994
9551.622128	1.5998259	5	48	1	8	1	1	9552.022076	0.6005928
9553.221933	1.5998226	5	49	1	9	2	1	9553.621887	0.5005516
9554.821743	1.599817	5	50	1	10	2	1	9555.221679	0.6005635
9556.421545	1.5998209	5	51	1	11	1	1	9556.821509	0.5005686
9558.021364	1.5998123	5	52	1	12	1	1	9558.421285	0.6005769
9559.621161	1.5998295	5	53	2	12	2	1	9560.021131	0.6005504
9561.220971	1.5998043	5	54	2	11	1	1	9561.620926	0.5005964
9562.820783	1.5998083	5	55	2	10	2	1	9563.220735	0.4005879
9564.420584	1.5998238	5	56	2	9	2	0	9564.82055	0.4005461
9566.02039	1.5998222	5	57	2	8	1	0	9566.420391	0.5005237221
9567.620205	1.5998273	5	58	2	7	1	1	9568.020153	0.500629
9569.220005	1.5998229	5	59	2	6	2	0	9569.619975	0.6005254
9570.819822	1.5997937	5	60	2	5	1	1	9571.21977	0.7005308
9572.419628	1.5998086	5	61	2	4	2	1	9572.81958	0.8004745
9574.019433	1.5998224	5	62	2	3	2	1	9574.419381	0.500625
9575.619239	1.5998056	5	63	2	2	2	1	9576.019234	0.6004854
9577.219032	1.5998771	5	64	2	1	1	0	9577.618979	0.5005195
9578.818847	1.5998129	5	65	5	1	1	0	9579.218786	0.5005746
9580.418653	1.599809	5	66	5	2	1	0	9580.818608	0.4006764
9582.01845	1.599821	5	67	5	3	2	1	9582.418394	0.400567
9583.618272	1.5998054	5	68	5	4	2	1	9584.018207	0.4004901
9585.217871	1.6000106	5	69	5	5	2	0	9585.618026	0.4005779
9586.817877	1.5998367	5	70	5	6	1	0	9587.217827	0.300581
9588.417696	1.5998305	5	71	5	7	2	1	9588.817652	0.6005501
9590.017501	1.5998199	5	72	5	8	1	1	9590.417263	0.5007517
9591.617308	1.5998276	5	73	5	9	1	1	9592.017265	0.5005564
9593.217091	1.5998529	5	74	5	10	2	1	9593.617066	0.5005474
9594.816919	1.5998254	5	75	5	11	1	1	9595.216876	0.5002617
9596.416735	1.599818	5	76	5	12	2	1	9596.816683	0.5005443
9598.016545	1.5998218	5	77	3	12	2	1	9598.416501	0.5005383
9599.616351	1.5996094	5	78	3	11	2	1	9600.0163	0.5006249
9601.216021	1.5999454	5	79	3	10	2	1	9601.616105	0.6005347
9602.815956	1.5998258	5	80	3	9	1	1	9603.215909	0.5005533
9604.415732	1.5998495	5	81	3	8	2	1	9604.815711	0.6001646
9606.015576	1.5998002	5	82	3	7	2	1	9606.415525	0.6005602
